"","accepted_symbol","scientific_name","fire_resistance","growth_rate","height","drought_tolerance","fire_tolerance","moisture_use","planting_density","root_depth","bloom_period","growth_habit","growth_period"
"1947","SYLAH6","Symphyotrichum lanceolatum ssp. hesperium var. hesperium","No","Moderate",6,"Low","High","High",1700,12,"Late Summer","Forb/herb","Summer"
"1948","SYLAH7","Symphyotrichum lanceolatum ssp. lanceolatum var. hirsuticaule","No","Slow",6,"Low","High","Low",1700,8,"Late Summer","Forb/herb","Spring"
"1949","SYLAL7","Symphyotrichum lateriflorum var. lateriflorum","No","Moderate",5,"Low","High","Medium",11000,10,"Summer","Forb/herb","Spring"
"1950","SYLAL7","Symphyotrichum lateriflorum var. lateriflorum","No","Moderate",5,"Low","High","Medium",11000,10,"Summer","Forb/herb","Summer"
"1951","SYLAL7","Symphyotrichum lateriflorum var. lateriflorum","No","Moderate",5,"Low","High","Medium",11000,10,"Summer","Forb/herb","Fall"
"1952","SYNON","Symphyotrichum novi-belgii var. novi-belgii","No","Moderate",6,"Low","High","High",11000,10,"Summer","Forb/herb","Spring"
"1953","SYNON","Symphyotrichum novi-belgii var. novi-belgii","No","Moderate",6,"Low","High","High",11000,10,"Summer","Forb/herb","Summer"
"1954","SYNON","Symphyotrichum novi-belgii var. novi-belgii","No","Moderate",6,"Low","High","High",11000,10,"Summer","Forb/herb","Fall"
"1955","SYPAP2","Symphyotrichum patens var. patens","No","Moderate",2,"Medium","High","Medium",4800,10,"Late Summer","Forb/herb","Spring"
"1956","SYPAP2","Symphyotrichum patens var. patens","No","Moderate",2,"Medium","High","Medium",4800,10,"Late Summer","Forb/herb","Summer"
"1957","SYPAP2","Symphyotrichum patens var. patens","No","Moderate",2,"Medium","High","Medium",4800,10,"Late Summer","Forb/herb","Fall"
"1958","SYPIP3","Symphyotrichum pilosum var. pilosum","No","Moderate",3,"Medium","High","Medium",11000,10,"Late Summer","Forb/herb","Spring"
"1959","SYPIP3","Symphyotrichum pilosum var. pilosum","No","Moderate",3,"Medium","High","Medium",11000,10,"Late Summer","Forb/herb","Summer"
"1960","SYPIP3","Symphyotrichum pilosum var. pilosum","No","Moderate",3,"Medium","High","Medium",11000,10,"Late Summer","Forb/herb","Fall"
"1961","SYPR6","Symphyotrichum prenanthoides","No","Moderate",4,"Medium","High","Medium",11000,10,"Summer","Forb/herb","Spring"
"1962","SYPR6","Symphyotrichum prenanthoides","No","Moderate",4,"Medium","High","Medium",11000,10,"Summer","Forb/herb","Summer"
"1963","SYPR6","Symphyotrichum prenanthoides","No","Moderate",4,"Medium","High","Medium",11000,10,"Summer","Forb/herb","Fall"
"1964","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Subshrub","Spring"
"1965","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Subshrub","Summer"
"1966","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Subshrub","Fall"
"1967","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Forb/herb","Spring"
"1968","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Forb/herb","Summer"
"1969","SYPUP","Symphyotrichum puniceum var. puniceum","No","Slow",8,"Low","Medium","High",11000,10,"Fall","Forb/herb","Fall"
"1970","SYSU5","Symphyotrichum subulatum","No","Moderate",3,"Low","High","Medium",11000,6,"Late Summer","Forb/herb","Spring"
"1971","SYSU5","Symphyotrichum subulatum","No","Moderate",3,"Low","High","Medium",11000,6,"Late Summer","Forb/herb","Summer"
"1972","SYSU5","Symphyotrichum subulatum","No","Moderate",3,"Low","High","Medium",11000,6,"Late Summer","Forb/herb","Fall"
"1973","SYVI3","Syringa villosa","No","Moderate",10,"Medium","High","Medium",2700,14,"Late Spring","Shrub","Spring"
"1974","SYVU","Syringa vulgaris","No","Moderate",20,"Medium","High","Medium",1200,14,"Late Spring","Shrub","Spring"
"1975","SYCU","Syzygium cumini","No","Rapid",60,"Medium","Medium","Medium",400,36,"Spring","Tree","Year Round"
"1976","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Tree","Spring"
"1977","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Tree","Summer"
"1978","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Tree","Fall"
"1979","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Shrub","Spring"
"1980","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Shrub","Summer"
"1981","TAHE","Tabebuia heterophylla","No","Rapid",60,"Low","None","High",1200,30,"Spring","Shrub","Fall"
"1982","TAIN2","Tamarindus indica","No","Moderate",50,"High","None","Low",300,60,"Spring","Tree","Year Round"
"1983","TAAS","Taxodium ascendens","Yes","Slow",100,"None","None","High",800,36,"Late Winter","Tree","Spring"
"1984","TADI2","Taxodium distichum","No","Rapid",130,"Low","Low","High",800,40,"Mid Spring","Tree","Spring"
"1985","TAME2","Taxus ×media","No","Slow",14,"High","Low","Low",300,20,"Mid Spring","Shrub","Spring"
"1986","TAME2","Taxus ×media","No","Slow",14,"High","Low","Low",300,20,"Mid Spring","Tree","Spring"
"1987","TABA80","Taxus baccata","No","Slow",2,"High","Low","Low",1200,16,"Mid Spring","Tree","Spring"
"1988","TABA80","Taxus baccata","No","Slow",2,"High","Low","Low",1200,16,"Mid Spring","Shrub","Spring"
"1989","TABR2","Taxus brevifolia","No","Slow",40,"Medium","Low","Low",700,36,"Early Summer","Tree","Spring"
"1990","TEST","Tecoma stans","No","Rapid",20,"High","Medium","Low",2500,12,"Indeterminate","Shrub","Spring"
"1991","TEST","Tecoma stans","No","Rapid",20,"High","Medium","Low",2500,12,"Indeterminate","Tree","Spring"
"1992","TECA","Terminalia catappa","No","Moderate",45,"Medium","Medium","Medium",400,33,"Indeterminate","Tree","Year Round"
"1993","TECA","Terminalia catappa","No","Moderate",45,"Medium","Medium","Medium",400,33,"Indeterminate","Shrub","Year Round"
"1994","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Subshrub","Spring"
"1995","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Subshrub","Summer"
"1996","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Subshrub","Fall"
"1997","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Shrub","Spring"
"1998","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Shrub","Summer"
"1999","TECA2","Tetradymia canescens","Yes","Slow",4,"High","None","Low",150,6,"Late Summer","Shrub","Fall"
"2000","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Subshrub","Spring"
"2001","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Subshrub","Summer"
"2002","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Subshrub","Fall"
"2003","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Shrub","Spring"
"2004","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Shrub","Summer"
"2005","TEGL","Tetradymia glabrata","Yes","Slow",12,"High","None","Low",150,6,"Late Summer","Shrub","Fall"
"2006","TESP2","Tetradymia spinosa","No","Slow",3,"High","Medium","Low",2700,16,"Mid Spring","Subshrub","Spring"
"2007","TESP2","Tetradymia spinosa","No","Slow",3,"High","Medium","Low",2700,16,"Mid Spring","Shrub","Spring"
"2008","TECA3","Teucrium canadense","No","Moderate",3,"Low","Low","High",19360,4,"Summer","Forb/herb","Spring"
"2009","THMO","Thamnosma montana","No","Slow",2,"High","None","Low",200,6,"Early Spring","Subshrub","Spring"
"2010","THNO","Thelypteris noveboracensis","No","Moderate",2,"Medium","Medium","Low",10912,6,"Summer","Forb/herb","Spring"
"2011","THPO3","Thespesia populnea","No","Rapid",30,"High","Medium","Low",400,48,"Spring","Tree","Year Round"
"2012","THPO3","Thespesia populnea","No","Rapid",30,"High","Medium","Low",400,48,"Spring","Shrub","Year Round"
"2013","THOC2","Thuja occidentalis","No","Slow",50,"Low","Low","Medium",1200,30,"Mid Spring","Tree","Spring"
"2014","THPL","Thuja plicata","No","Slow",150,"Low","Low","Medium",1200,30,"Mid Spring","Tree","Spring"
"2015","TIAM","Tilia americana","No","Moderate",100,"Low","Medium","Medium",800,30,"Late Spring","Tree","Spring"
"2016","TIAMH","Tilia americana var. heterophylla","No","Moderate",90,"Low","Low","High",800,40,"Early Summer","Tree","Spring"
"2017","TICO2","Tilia cordata","No","Moderate",100,"Medium","High","Medium",800,26,"Early Summer","Tree","Spring"
"2018","TOTA","Torreya taxifolia","No","Moderate",40,"Low","None","Medium",800,40,"Mid Spring","Tree","Spring"
"2019","TRJA","Trachelospermum jasminoides","No","Rapid",2,"Medium","Low","Medium",4800,12,"Early Summer","Vine","Spring"
"2020","TRVI","Tradescantia virginiana","No","Rapid",1,"Medium","None","Medium",19360,4,"Spring","Forb/herb","Spring"
"2021","TRST2","Tridens strictus","No","Moderate",5,"High","Medium","Low",19360,4,"Late Summer","Graminoid","Spring"
"2022","TRRE3","Trifolium repens","No","Moderate",2,"Medium","Medium","Medium",40000,14,"Indeterminate","Forb/herb","Year Round"
"2023","TRDA3","Tripsacum dactyloides","No","Rapid",5,"Low","High","High",2700,20,"Early Summer","Graminoid","Spring"
"2024","TRCA21","Trisetum canescens","No","Moderate",4,"Medium","High","Medium",1700,10,"Summer","Graminoid","Spring"
"2025","TRCA21","Trisetum canescens","No","Moderate",4,"Medium","High","Medium",1700,10,"Summer","Graminoid","Summer"
"2026","TRCA21","Trisetum canescens","No","Moderate",4,"Medium","High","Medium",1700,10,"Summer","Graminoid","Fall"
"2027","TRGR7","Triteleia grandiflora","No","Moderate",2,"Medium","Medium","Medium",4800,8,"Mid Spring","Forb/herb","Spring"
"2028","TSCA","Tsuga canadensis","No","Slow",105,"Low","Medium","Medium",1200,28,"Mid Spring","Tree","Spring"
"2029","TSCA2","Tsuga caroliniana","No","Slow",65,"Low","Low","Medium",1200,28,"Mid Spring","Tree","Spring"
"2030","TSHE","Tsuga heterophylla","No","Slow",170,"Low","Low","Medium",1200,36,"Mid Spring","Tree","Spring"
"2031","TSME","Tsuga mertensiana","No","Slow",125,"Low","Low","High",1200,40,"Early Summer","Tree","Summer"
"2032","TYAN","Typha angustifolia","No","Rapid",5,"Low","High","High",3700,10,"Late Spring","Forb/herb","Spring"
"2033","TYLA","Typha latifolia","No","Rapid",5,"None","High","High",10000,14,"Late Spring","Forb/herb","Spring"
"2034","ULAM","Ulmus americana","No","Rapid",120,"Medium","Low","High",800,42,"Early Spring","Tree","Spring"
"2035","ULCR","Ulmus crassifolia","No","Rapid",90,"Medium","Low","Medium",800,24,"Late Summer","Tree","Spring"
"2036","ULPA","Ulmus parvifolia","No","Rapid",60,"Medium","Medium","Medium",800,24,"Late Summer","Tree","Spring"
"2037","ULPU","Ulmus pumila","No","Rapid",70,"High","Low","Medium",800,24,"Mid Spring","Tree","Spring"
"2038","ULPU","Ulmus pumila","No","Rapid",70,"High","Low","Medium",800,24,"Mid Spring","Shrub","Spring"
"2039","ULRU","Ulmus rubra","No","Rapid",85,"Medium","Low","High",800,40,"Late Winter","Tree","Spring"
"2040","ULSE","Ulmus serotina","No","Rapid",70,"Medium","Low","Medium",800,24,"Late Summer","Tree","Spring"
"2041","ULTH","Ulmus thomasii","No","Moderate",90,"Low","Medium","High",800,40,"Mid Spring","Tree","Spring"
"2042","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Tree","Spring"
"2043","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Tree","Summer"
"2044","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Tree","Fall"
"2045","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Shrub","Spring"
"2046","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Shrub","Summer"
"2047","UMCA","Umbellularia californica","No","Moderate",80,"Low","Medium","High",800,16,"Spring","Shrub","Fall"
"2048","UNPA","Uniola paniculata","No","Slow",6,"High","Medium","Low",19000,20,"Early Summer","Graminoid","Spring"
"2049","URMU","Urochloa mutica","No","Rapid",3,"Medium","Medium","Medium",40000,36,"Indeterminate","Graminoid","Year Round"
"2050","UTMI","Utricularia minor","Yes","Rapid",0,"None","High","High",4800,4,"Summer","Forb/herb","Spring"
"2051","VAAN","Vaccinium angustifolium","No","Moderate",2,"Medium","Medium","Medium",1700,16,"Early Summer","Subshrub","Spring"
"2052","VAAN","Vaccinium angustifolium","No","Moderate",2,"Medium","Medium","Medium",1700,16,"Early Summer","Shrub","Spring"
"2053","VAAR","Vaccinium arboreum","No","Moderate",28,"Medium","Medium","Medium",3450,12,"Late Summer","Tree","Spring"
"2054","VAAR","Vaccinium arboreum","No","Moderate",28,"Medium","Medium","Medium",3450,12,"Late Summer","Shrub","Spring"
"2055","VACO","Vaccinium corymbosum","No","Moderate",12,"Low","High","Medium",1700,16,"Early Summer","Shrub","Spring"
"2056","VAEL","Vaccinium elliottii","No","Moderate",10,"Low","High","Medium",2700,12,"Early Spring","Shrub","Spring"
"2057","VAME","Vaccinium membranaceum","No","Moderate",4,"Low","High","Low",2700,12,"Late Spring","Shrub","Spring"
"2058","VAOV","Vaccinium ovalifolium","No","Moderate",8,"Medium","Medium","Medium",4800,16,"Mid Spring","Shrub","Spring"
"2059","VAOV2","Vaccinium ovatum","No","Slow",8,"Medium","Medium","Low",1700,16,"Late Spring","Subshrub","Spring"
"2060","VAOV2","Vaccinium ovatum","No","Slow",8,"Medium","Medium","Low",1700,16,"Late Spring","Shrub","Spring"
"2061","VAPA","Vaccinium parvifolium","No","Slow",12,"High","High","Low",11000,16,"Spring","Shrub","Spring"
"2062","VASC","Vaccinium scoparium","Yes","Rapid",2,"Medium","High","Medium",19000,12,"Early Summer","Subshrub","Spring"
"2063","VASC","Vaccinium scoparium","Yes","Rapid",2,"Medium","High","Medium",19000,12,"Early Summer","Shrub","Spring"
"2064","VAST","Vaccinium stamineum","No","Moderate",16,"High","Medium","Low",3450,12,"Late Summer","Shrub","Spring"
"2065","VAUL","Vaccinium uliginosum","No","Moderate",2,"Low","High","Medium",4800,12,"Early Summer","Subshrub","Spring"
"2066","VAUL","Vaccinium uliginosum","No","Moderate",2,"Low","High","Medium",4800,12,"Early Summer","Shrub","Spring"
"2067","VAOC2","Valeriana occidentalis","No","Moderate",3,"None","Medium","High",4800,8,"Late Spring","Forb/herb","Spring"
"2068","VAAM3","Vallisneria americana","Yes","Rapid",1,"None","High","High",4800,0,"Mid Summer","Forb/herb","Summer"
"2069","VECA2","Veratrum californicum","No","Rapid",6,"Low","Medium","High",4800,10,"Mid Spring","Forb/herb","Spring"
"2070","VEMI2","Vernonia missurica","No","Moderate",6,"Low","High","Medium",4800,8,"Late Summer","Forb/herb","Spring"
"2071","VENO","Vernonia noveboracensis","No","Moderate",7,"Medium","None","Medium",10912,6,"Late Summer","Forb/herb","Summer"
"2072","VEAM2","Veronica americana","Yes","Rapid",1,"Low","High","High",11000,6,"Mid Summer","Forb/herb","Spring"
"2073","VEWO2","Veronica wormskjoldii","Yes","Moderate",1,"Low","High","High",11000,6,"Summer","Forb/herb","Spring"
"2074","VEZI80","Vetiveria zizanioides","Yes","Rapid",7,"High","High","Low",11000,24,"Late Summer","Graminoid","Year Round"
"2075","VIAC","Viburnum acerifolium","No","Slow",6,"High","Low","Medium",4800,14,"Indeterminate","Shrub","Spring"
"2076","VIAC","Viburnum acerifolium","No","Slow",6,"High","Low","Medium",4800,14,"Indeterminate","Subshrub","Spring"
"2077","VILA","Viburnum lantana","No","Slow",9,"None","Low","High",1200,14,"Late Spring","Tree","Spring"
"2078","VILA","Viburnum lantana","No","Slow",9,"None","Low","High",1200,14,"Late Spring","Shrub","Spring"
"2079","VILA11","Viburnum lantanoides","No","Slow",10,"Medium","High","Medium",2700,14,"Late Spring","Shrub","Spring"
"2080","VILE","Viburnum lentago","No","Slow",28,"Low","Low","Medium",1200,14,"Late Spring","Tree","Spring"
"2081","VILE","Viburnum lentago","No","Slow",28,"Low","Low","Medium",1200,14,"Late Spring","Shrub","Spring"
"2082","VINUC","Viburnum nudum var. cassinoides","No","Slow",15,"Medium","Medium","Medium",1200,14,"Early Summer","Tree","Spring"
"2083","VINUC","Viburnum nudum var. cassinoides","No","Slow",15,"Medium","Medium","Medium",1200,14,"Early Summer","Shrub","Spring"
"2084","VIOP","Viburnum opulus","No","Slow",12,"Medium","Medium","Medium",1700,14,"Late Spring","Tree","Spring"
"2085","VIOP","Viburnum opulus","No","Slow",12,"Medium","Medium","Medium",1700,14,"Late Spring","Shrub","Spring"
"2086","VIOPA2","Viburnum opulus var. americanum","No","Slow",6,"None","Low","High",1200,14,"Late Spring","Shrub","Spring"
"2087","VIOPA2","Viburnum opulus var. americanum","No","Slow",6,"None","Low","High",1200,14,"Late Spring","Tree","Spring"
"2088","VIPR","Viburnum prunifolium","No","Slow",16,"Medium","Low","Medium",1200,18,"Spring","Tree","Spring"
"2089","VIPR","Viburnum prunifolium","No","Slow",16,"Medium","Low","Medium",1200,18,"Spring","Shrub","Spring"
"2090","VIRA","Viburnum rafinesqueanum","No","Moderate",6,"Medium","High","Low",2700,14,"Late Spring","Shrub","Spring"
"2091","VISA","Vicia sativa","No","Rapid",4,"Low","None","High",20000,12,"Early Spring","Vine","Spring"
"2092","VISA","Vicia sativa","No","Rapid",4,"Low","None","High",20000,12,"Early Spring","Forb/herb","Spring"
"2093","VIMI2","Vinca minor","Yes","Moderate",0,"Medium","High","Low",19000,8,"Early Summer","Forb/herb","Spring"
"2094","VIMI2","Vinca minor","Yes","Moderate",0,"Medium","High","Low",19000,8,"Early Summer","Vine","Spring"
"2095","VIMA2","Viola macloskeyi","No","Moderate",0,"Low","Low","High",11000,4,"Early Spring","Forb/herb","Spring"
"2096","VIPU3","Viola pubescens","No","Moderate",1,"Medium","Low","Medium",11000,4,"Early Spring","Forb/herb","Spring"
"2097","VISO","Viola sororia","No","Moderate",0,"Low","Low","High",43000,6,"Mid Spring","Forb/herb","Spring"
"2098","VIAE","Vitis aestivalis","No","Rapid",30,"High","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2099","VICI2","Vitis cinerea","No","Moderate",50,"High","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2100","VIPA7","Vitis palmata","No","Moderate",30,"Low","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2101","VIRI","Vitis riparia","No","Moderate",45,"Medium","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2102","VIRO3","Vitis rotundifolia","No","Moderate",30,"Medium","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2103","VIRO3","Vitis rotundifolia","No","Moderate",30,"Medium","Low","Medium",300,16,"Late Spring","Vine","Summer"
"2104","VIRO3","Vitis rotundifolia","No","Moderate",30,"Medium","Low","Medium",300,16,"Late Spring","Vine","Fall"
"2105","VIVU","Vitis vulpina","No","Moderate",83,"Low","Low","Medium",300,16,"Late Spring","Vine","Spring"
"2106","VIVU","Vitis vulpina","No","Moderate",83,"Low","Low","Medium",300,16,"Late Spring","Vine","Summer"
